"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","EDUADULT","TRY","PC_25_64","A","2007",35.536041,
"GBR","EDUADULT","TRY","PC_25_64","A","2008",35.216167,
"GBR","EDUADULT","TRY","PC_25_64","A","2009",36.984959,
"GBR","EDUADULT","TRY","PC_25_64","A","2010",38.187191,
"GBR","EDUADULT","TRY","PC_25_64","A","2011",39.412373,
"GBR","EDUADULT","TRY","PC_25_64","A","2012",40.977753,
"GBR","EDUADULT","TRY","PC_25_64","A","2013",41.891979,
"GBR","EDUADULT","TRY","PC_25_64","A","2014",42.217449,
"GBR","EDUADULT","TRY","PC_25_64","A","2015",44.197987,
"GBR","EDUADULT","TRY","PC_25_64","A","2016",45.766762,
"GBR","EDUADULT","TRY","PC_25_64","A","2017",45.744305,
"GBR","EDUADULT","TRY","PC_25_64","A","2018",45.781677,
"GBR","EDUADULT","TRY","PC_25_64","A","2019",47.189125,
"GBR","EDUADULT","TRY","PC_25_64","A","2020",49.39045,
"USA","EDUADULT","TRY","PC_25_64","A","2000",36.494774,
"USA","EDUADULT","TRY","PC_25_64","A","2001",37.520222,
"USA","EDUADULT","TRY","PC_25_64","A","2002",38.133007,
"USA","EDUADULT","TRY","PC_25_64","A","2003",38.42197,
"USA","EDUADULT","TRY","PC_25_64","A","2004",39.052998,
"USA","EDUADULT","TRY","PC_25_64","A","2005",39.054729,
"USA","EDUADULT","TRY","PC_25_64","A","2006",39.486282,
"USA","EDUADULT","TRY","PC_25_64","A","2007",40.270866,
"USA","EDUADULT","TRY","PC_25_64","A","2008",41.10516,
"USA","EDUADULT","TRY","PC_25_64","A","2009",41.214626,
"USA","EDUADULT","TRY","PC_25_64","A","2010",41.662415,
"USA","EDUADULT","TRY","PC_25_64","A","2011",42.44838,
"USA","EDUADULT","TRY","PC_25_64","A","2012",43.052437,
"USA","EDUADULT","TRY","PC_25_64","A","2013",43.910252,
"USA","EDUADULT","TRY","PC_25_64","A","2014",44.224617,
"USA","EDUADULT","TRY","PC_25_64","A","2015",44.629398,
"USA","EDUADULT","TRY","PC_25_64","A","2016",45.666355,
"USA","EDUADULT","TRY","PC_25_64","A","2017",46.3568,
"USA","EDUADULT","TRY","PC_25_64","A","2018",47.431145,
"USA","EDUADULT","TRY","PC_25_64","A","2019",48.340187,
"USA","EDUADULT","TRY","PC_25_64","A","2020",50.055275,
"BRA","EDUADULT","TRY","PC_25_64","A","2007",9.6238279,
"BRA","EDUADULT","TRY","PC_25_64","A","2008",10.795494,
"BRA","EDUADULT","TRY","PC_25_64","A","2009",10.863071,
"BRA","EDUADULT","TRY","PC_25_64","A","2011",11.614742,
"BRA","EDUADULT","TRY","PC_25_64","A","2012",12.993286,
"BRA","EDUADULT","TRY","PC_25_64","A","2013",13.746482,
"BRA","EDUADULT","TRY","PC_25_64","A","2014",14.321353,
"BRA","EDUADULT","TRY","PC_25_64","A","2015",14.794608,
"BRA","EDUADULT","TRY","PC_25_64","A","2016",16.858622,
"BRA","EDUADULT","TRY","PC_25_64","A","2017",17.146753,
"BRA","EDUADULT","TRY","PC_25_64","A","2018",18.355165,
"BRA","EDUADULT","TRY","PC_25_64","A","2019",18.71954,
"BRA","EDUADULT","TRY","PC_25_64","A","2020",20.057917,
"CHL","EDUADULT","TRY","PC_25_64","A","2009",17.120726,
"CHL","EDUADULT","TRY","PC_25_64","A","2011",17.813892,
"CHL","EDUADULT","TRY","PC_25_64","A","2013",21.089819,
"CHL","EDUADULT","TRY","PC_25_64","A","2015",22.475199,
"CHL","EDUADULT","TRY","PC_25_64","A","2017",25.168179,
"CHL","EDUADULT","TRY","PC_25_64","A","2020",31.439775,
"CHN","EDUADULT","TRY","PC_25_64","A","2010",9.6811743,
"CHN","EDUADULT","TRY","PC_25_64","A","2020",18.535316,
"COL","EDUADULT","TRY","PC_25_64","A","2014",22.356598,
"COL","EDUADULT","TRY","PC_25_64","A","2015",21.562889,
"COL","EDUADULT","TRY","PC_25_64","A","2016",22.247128,
"COL","EDUADULT","TRY","PC_25_64","A","2017",22.491623,
"COL","EDUADULT","TRY","PC_25_64","A","2018",23.391361,
"COL","EDUADULT","TRY","PC_25_64","A","2019",23.819326,
"COL","EDUADULT","TRY","PC_25_64","A","2020",24.594643,
"EST","EDUADULT","TRY","PC_25_64","A","2000",28.669167,
"EST","EDUADULT","TRY","PC_25_64","A","2001",29.479181,
"EST","EDUADULT","TRY","PC_25_64","A","2002",29.358723,
"EST","EDUADULT","TRY","PC_25_64","A","2003",29.649635,
"EST","EDUADULT","TRY","PC_25_64","A","2004",30.712088,
"EST","EDUADULT","TRY","PC_25_64","A","2005",33.025089,
"EST","EDUADULT","TRY","PC_25_64","A","2006",33.118874,
"EST","EDUADULT","TRY","PC_25_64","A","2007",33.146008,
"EST","EDUADULT","TRY","PC_25_64","A","2008",34.176804,
"EST","EDUADULT","TRY","PC_25_64","A","2009",36.065544,
"EST","EDUADULT","TRY","PC_25_64","A","2010",35.423084,
"EST","EDUADULT","TRY","PC_25_64","A","2011",36.889767,
"EST","EDUADULT","TRY","PC_25_64","A","2012",37.605877,
"EST","EDUADULT","TRY","PC_25_64","A","2013",37.345535,
"EST","EDUADULT","TRY","PC_25_64","A","2014",37.499954,
"EST","EDUADULT","TRY","PC_25_64","A","2015",38.030697,
"EST","EDUADULT","TRY","PC_25_64","A","2016",38.756851,
"EST","EDUADULT","TRY","PC_25_64","A","2017",39.663879,
"EST","EDUADULT","TRY","PC_25_64","A","2018",41.130722,
"EST","EDUADULT","TRY","PC_25_64","A","2019",41.368298,
"EST","EDUADULT","TRY","PC_25_64","A","2020",42.209454,
"IDN","EDUADULT","TRY","PC_25_64","A","2004",8.1296101,
"IDN","EDUADULT","TRY","PC_25_64","A","2005",5.4441252,
"IDN","EDUADULT","TRY","PC_25_64","A","2006",6.1217303,
"IDN","EDUADULT","TRY","PC_25_64","A","2007",6.8957992,
"IDN","EDUADULT","TRY","PC_25_64","A","2008",6.4554873,
"IDN","EDUADULT","TRY","PC_25_64","A","2009",7.5285029,
"IDN","EDUADULT","TRY","PC_25_64","A","2010",7.9779863,
"IDN","EDUADULT","TRY","PC_25_64","A","2011",8.1564999,
"IDN","EDUADULT","TRY","PC_25_64","A","2012",9.007103,
"IDN","EDUADULT","TRY","PC_25_64","A","2013",9.3885174,
"IDN","EDUADULT","TRY","PC_25_64","A","2014",9.6783018,
"IDN","EDUADULT","TRY","PC_25_64","A","2015",10.567527,
"IDN","EDUADULT","TRY","PC_25_64","A","2016",11.338527,
"IDN","EDUADULT","TRY","PC_25_64","A","2017",11.857569,
"IDN","EDUADULT","TRY","PC_25_64","A","2018",12.401382,
"IDN","EDUADULT","TRY","PC_25_64","A","2019",12.414515,
"IDN","EDUADULT","TRY","PC_25_64","A","2020",12.801033,
"ISR","EDUADULT","TRY","PC_25_64","A","2002",42.090389,
"ISR","EDUADULT","TRY","PC_25_64","A","2003",42.89489,
"ISR","EDUADULT","TRY","PC_25_64","A","2005",43.047825,
"ISR","EDUADULT","TRY","PC_25_64","A","2007",43.58707,
"ISR","EDUADULT","TRY","PC_25_64","A","2008",43.980537,
"ISR","EDUADULT","TRY","PC_25_64","A","2009",44.880913,
"ISR","EDUADULT","TRY","PC_25_64","A","2010",45.560074,
"ISR","EDUADULT","TRY","PC_25_64","A","2011",46.396889,
"ISR","EDUADULT","TRY","PC_25_64","A","2012",46.441711,
"ISR","EDUADULT","TRY","PC_25_64","A","2013",47.421043,
"ISR","EDUADULT","TRY","PC_25_64","A","2014",48.53273,
"ISR","EDUADULT","TRY","PC_25_64","A","2015",48.824478,
"ISR","EDUADULT","TRY","PC_25_64","A","2016",49.895348,
"ISR","EDUADULT","TRY","PC_25_64","A","2017",50.91605,
"ISR","EDUADULT","TRY","PC_25_64","A","2018",50.201576,
"ISR","EDUADULT","TRY","PC_25_64","A","2019",50.246292,
"ISR","EDUADULT","TRY","PC_25_64","A","2020",50.12072,
"LVA","EDUADULT","TRY","PC_25_64","A","2000",18.218046,
"LVA","EDUADULT","TRY","PC_25_64","A","2001",17.809738,
"LVA","EDUADULT","TRY","PC_25_64","A","2002",18.869808,
"LVA","EDUADULT","TRY","PC_25_64","A","2003",17.920399,
"LVA","EDUADULT","TRY","PC_25_64","A","2004",19.785511,
"LVA","EDUADULT","TRY","PC_25_64","A","2005",20.293005,
"LVA","EDUADULT","TRY","PC_25_64","A","2006",20.919746,
"LVA","EDUADULT","TRY","PC_25_64","A","2007",22.18199,
"LVA","EDUADULT","TRY","PC_25_64","A","2008",24.822483,
"LVA","EDUADULT","TRY","PC_25_64","A","2009",25.846195,
"LVA","EDUADULT","TRY","PC_25_64","A","2010",26.946114,
"LVA","EDUADULT","TRY","PC_25_64","A","2011",27.69327,
"LVA","EDUADULT","TRY","PC_25_64","A","2012",29.227177,
"LVA","EDUADULT","TRY","PC_25_64","A","2013",31.011995,
"LVA","EDUADULT","TRY","PC_25_64","A","2014",30.230137,
"LVA","EDUADULT","TRY","PC_25_64","A","2015",31.591949,
"LVA","EDUADULT","TRY","PC_25_64","A","2016",33.361481,
"LVA","EDUADULT","TRY","PC_25_64","A","2017",33.882294,
"LVA","EDUADULT","TRY","PC_25_64","A","2018",33.939289,
"LVA","EDUADULT","TRY","PC_25_64","A","2019",35.707733,
"LVA","EDUADULT","TRY","PC_25_64","A","2020",37.833885,
"RUS","EDUADULT","TRY","PC_25_64","A","2010",50.371468,
"RUS","EDUADULT","TRY","PC_25_64","A","2011",50.557613,
"RUS","EDUADULT","TRY","PC_25_64","A","2012",50.516804,
"RUS","EDUADULT","TRY","PC_25_64","A","2013",51.261497,
"RUS","EDUADULT","TRY","PC_25_64","A","2014",51.567863,
"RUS","EDUADULT","TRY","PC_25_64","A","2015",52.42807,
"RUS","EDUADULT","TRY","PC_25_64","A","2016",53.056892,
"RUS","EDUADULT","TRY","PC_25_64","A","2017",56.70015,
"RUS","EDUADULT","TRY","PC_25_64","A","2018",56.725521,
"SVN","EDUADULT","TRY","PC_25_64","A","2000",15.726464,
"SVN","EDUADULT","TRY","PC_25_64","A","2002",15.257369,
"SVN","EDUADULT","TRY","PC_25_64","A","2003",17.744364,
"SVN","EDUADULT","TRY","PC_25_64","A","2004",19.040981,
"SVN","EDUADULT","TRY","PC_25_64","A","2005",20.171976,
"SVN","EDUADULT","TRY","PC_25_64","A","2006",21.387041,
"SVN","EDUADULT","TRY","PC_25_64","A","2007",22.227602,
"SVN","EDUADULT","TRY","PC_25_64","A","2008",22.637665,
"SVN","EDUADULT","TRY","PC_25_64","A","2009",23.315817,
"SVN","EDUADULT","TRY","PC_25_64","A","2010",23.716619,
"SVN","EDUADULT","TRY","PC_25_64","A","2011",25.09059,
"SVN","EDUADULT","TRY","PC_25_64","A","2012",26.439035,
"SVN","EDUADULT","TRY","PC_25_64","A","2013",27.880541,
"SVN","EDUADULT","TRY","PC_25_64","A","2014",28.600916,
"SVN","EDUADULT","TRY","PC_25_64","A","2015",30.173296,
"SVN","EDUADULT","TRY","PC_25_64","A","2016",30.735788,
"SVN","EDUADULT","TRY","PC_25_64","A","2017",34.302807,
"SVN","EDUADULT","TRY","PC_25_64","A","2018",32.455208,
"SVN","EDUADULT","TRY","PC_25_64","A","2019",33.283279,
"SVN","EDUADULT","TRY","PC_25_64","A","2020",35.881027,
"ZAF","EDUADULT","TRY","PC_25_64","A","2010",6.860743,
"ZAF","EDUADULT","TRY","PC_25_64","A","2011",7.147109,
"ZAF","EDUADULT","TRY","PC_25_64","A","2012",9.5728703,
"ZAF","EDUADULT","TRY","PC_25_64","A","2013",12.632441,
"ZAF","EDUADULT","TRY","PC_25_64","A","2014",12.759739,
"ZAF","EDUADULT","TRY","PC_25_64","A","2015",13.034455,
"ZAF","EDUADULT","TRY","PC_25_64","A","2016",13.804585,
"ZAF","EDUADULT","TRY","PC_25_64","A","2017",15.495651,
"ZAF","EDUADULT","TRY","PC_25_64","A","2018",15.387996,
"ZAF","EDUADULT","TRY","PC_25_64","A","2019",15.798151,
"ZAF","EDUADULT","TRY","PC_25_64","A","2020",15.839705,
"OAVG","EDUADULT","TRY","PC_25_64","A","2000",22.081926,
"OAVG","EDUADULT","TRY","PC_25_64","A","2001",22.120269,
"OAVG","EDUADULT","TRY","PC_25_64","A","2002",23.298293,
"OAVG","EDUADULT","TRY","PC_25_64","A","2003",24.677926,
"OAVG","EDUADULT","TRY","PC_25_64","A","2004",25.084334,
"OAVG","EDUADULT","TRY","PC_25_64","A","2005",26.318972,
"OAVG","EDUADULT","TRY","PC_25_64","A","2006",26.525527,
"OAVG","EDUADULT","TRY","PC_25_64","A","2007",27.638786,
"OAVG","EDUADULT","TRY","PC_25_64","A","2008",28.580724,
"OAVG","EDUADULT","TRY","PC_25_64","A","2009",29.333305,
"OAVG","EDUADULT","TRY","PC_25_64","A","2010",30.240952,
"OAVG","EDUADULT","TRY","PC_25_64","A","2011",30.762404,
"OAVG","EDUADULT","TRY","PC_25_64","A","2012",32.183042,
"OAVG","EDUADULT","TRY","PC_25_64","A","2013",32.652397,
"OAVG","EDUADULT","TRY","PC_25_64","A","2014",33.639394,
"OAVG","EDUADULT","TRY","PC_25_64","A","2015",33.951053,
"OAVG","EDUADULT","TRY","PC_25_64","A","2016",35.249235,
"OAVG","EDUADULT","TRY","PC_25_64","A","2017",35.759683,
"OAVG","EDUADULT","TRY","PC_25_64","A","2018",36.847736,
"OAVG","EDUADULT","TRY","PC_25_64","A","2019",37.904231,
"OAVG","EDUADULT","TRY","PC_25_64","A","2020",39.221042,
"ARG","EDUADULT","TRY","PC_25_64","A","2004",16.711861,
"ARG","EDUADULT","TRY","PC_25_64","A","2005",17.471054,
"ARG","EDUADULT","TRY","PC_25_64","A","2006",17.830963,
"ARG","EDUADULT","TRY","PC_25_64","A","2008",18.973812,
"ARG","EDUADULT","TRY","PC_25_64","A","2009",19.518599,
"ARG","EDUADULT","TRY","PC_25_64","A","2010",20.111586,
"ARG","EDUADULT","TRY","PC_25_64","A","2011",20.237337,
"ARG","EDUADULT","TRY","PC_25_64","A","2012",20.556126,
"ARG","EDUADULT","TRY","PC_25_64","A","2013",21.056189,
"ARG","EDUADULT","TRY","PC_25_64","A","2014",20.534544,
"ARG","EDUADULT","TRY","PC_25_64","A","2017",21.406713,
"ARG","EDUADULT","TRY","PC_25_64","A","2018",21.924601,
"ARG","EDUADULT","TRY","PC_25_64","A","2019",22.811752,
"ARG","EDUADULT","TRY","PC_25_64","A","2020",22.400209,
"IND","EDUADULT","TRY","PC_25_64","A","2011",10.595189,
"IND","EDUADULT","TRY","PC_25_64","A","2012",7.1028476,
"IND","EDUADULT","TRY","PC_25_64","A","2018",11.461905,
"IND","EDUADULT","TRY","PC_25_64","A","2019",12.368952,
"IND","EDUADULT","TRY","PC_25_64","A","2020",12.94724,
"LTU","EDUADULT","TRY","PC_25_64","A","2000",41.801403,
"LTU","EDUADULT","TRY","PC_25_64","A","2005",26.547928,
"LTU","EDUADULT","TRY","PC_25_64","A","2006",26.751383,
"LTU","EDUADULT","TRY","PC_25_64","A","2007",28.931429,
"LTU","EDUADULT","TRY","PC_25_64","A","2008",30.408518,
"LTU","EDUADULT","TRY","PC_25_64","A","2009",30.958277,
"LTU","EDUADULT","TRY","PC_25_64","A","2010",32.440029,
"LTU","EDUADULT","TRY","PC_25_64","A","2011",33.489258,
"LTU","EDUADULT","TRY","PC_25_64","A","2012",34.05378,
"LTU","EDUADULT","TRY","PC_25_64","A","2013",35.19833,
"LTU","EDUADULT","TRY","PC_25_64","A","2014",36.668087,
"LTU","EDUADULT","TRY","PC_25_64","A","2015",38.724106,
"LTU","EDUADULT","TRY","PC_25_64","A","2016",39.732628,
"LTU","EDUADULT","TRY","PC_25_64","A","2017",40.273941,
"LTU","EDUADULT","TRY","PC_25_64","A","2018",41.654594,
"LTU","EDUADULT","TRY","PC_25_64","A","2019",43.149418,
"LTU","EDUADULT","TRY","PC_25_64","A","2020",44.13818,
"CRI","EDUADULT","TRY","PC_25_64","A","2000",16.448679,
"CRI","EDUADULT","TRY","PC_25_64","A","2001",17.826429,
"CRI","EDUADULT","TRY","PC_25_64","A","2002",18.362774,
"CRI","EDUADULT","TRY","PC_25_64","A","2003",19.18364,
"CRI","EDUADULT","TRY","PC_25_64","A","2004",19.812418,
"CRI","EDUADULT","TRY","PC_25_64","A","2005",20.842731,
"CRI","EDUADULT","TRY","PC_25_64","A","2006",21.029402,
"CRI","EDUADULT","TRY","PC_25_64","A","2007",21.768053,
"CRI","EDUADULT","TRY","PC_25_64","A","2008",22.312418,
"CRI","EDUADULT","TRY","PC_25_64","A","2009",23.416771,
"CRI","EDUADULT","TRY","PC_25_64","A","2010",20.980572,
"CRI","EDUADULT","TRY","PC_25_64","A","2011",21.594719,
"CRI","EDUADULT","TRY","PC_25_64","A","2012",23.244442,
"CRI","EDUADULT","TRY","PC_25_64","A","2013",23.270735,
"CRI","EDUADULT","TRY","PC_25_64","A","2014",23.535925,
"CRI","EDUADULT","TRY","PC_25_64","A","2015",23.136086,
"CRI","EDUADULT","TRY","PC_25_64","A","2016",22.998714,
"CRI","EDUADULT","TRY","PC_25_64","A","2017",22.989092,
"CRI","EDUADULT","TRY","PC_25_64","A","2018",22.601564,
"CRI","EDUADULT","TRY","PC_25_64","A","2019",25.066828,
"CRI","EDUADULT","TRY","PC_25_64","A","2020",25.112001,
"G20","EDUADULT","TRY","PC_25_64","A","2010",27.800929,
"G20","EDUADULT","TRY","PC_25_64","A","2011",27.505954,
"G20","EDUADULT","TRY","PC_25_64","A","2012",28.318749,
"G20","EDUADULT","TRY","PC_25_64","A","2018",32.830191,
"G20","EDUADULT","TRY","PC_25_64","A","2019",32.160468,
"G20","EDUADULT","TRY","PC_25_64","A","2020",32.903404,
